E1,E2,E3,DUB,ubiquitinBinding,proteome
,,,,A0A3Q2WNU8,Q96J77
,,,,A0A3Q2WPM6,Q96J84
,,,,A0A3Q2WVT4,Q96J87
,,,,A0A3Q2X5I6,Q96J88
,,,,A0A3Q2X5P4,Q96J92
,,,,A0A3Q2X5W4,Q96J94
,,,,A0A3Q2XCS8,Q96JA1
,,,,A0A3Q2XEP2,Q96JA3
,,,,A0A3Q2XFH7,Q96JB1
,,,,A0A3Q2XHL4,Q96JB1
,,,,A0A3Q2XJH1,Q96JB1
,,,,A0A3Q2XPW1,Q96JB1
,,,,A0A3Q2XQ53,Q96JB1
,,,,A0A3Q2XQA2,Q96JB1
,,,,A0A3Q2XQQ0,Q96JB1
,,,,A0A3Q2XRB9,Q96JB1
,,,,A0A3Q2XS71,Q96JB1
,,,,A0A3Q2Y060,Q96JB1
,,,,A0A3Q2Y215,Q96JB1
,,,,A0A3Q2Y7L6,Q96JB1
,,,,A0A3Q2Y941,Q96JB1
,,,,A0A3Q2Y952,Q96JB1
,,,,A0A3Q2YA36,Q96JB1
,,,,A0A3Q2YAK9,Q96JB1
,,,,A0A3Q2YCJ8,Q96JB1
,,,,A0A3Q2YFX7,Q96JB2
,,,,A0A3Q2YP17,Q96JB5
,,,,A0A3Q2YSJ2,Q96JB6
,,,,A0A3Q2YSL7,Q96JB8
,,,,A0A3Q2YTY8,Q96JC1
,,,,A0A3Q2Z1B6,Q96JC4
,,,,A0A3Q2Z2T9,Q96JC9
,,,,A0A3Q2Z4E2,Q96JD6
,,,,A0A3Q2Z4H8,Q96JE7
,,,,A0A3Q2Z5J7,Q96JF0
,,,,A0A3Q2Z917,Q96JH7
,,,,A0A3Q2ZC24,Q96JH8
,,,,A0A3Q2ZDR2,Q96JJ3
,,,,A0A3Q2ZGH4,Q96JJ6
,,,,A0A3Q2ZGI6,Q96JJ7
,,,,A0A3Q2ZMA5,Q96JK2
,,,,A0A3Q2ZP87,Q96JK4
,,,,A0A3Q2ZPB8,Q96JM4
,,,,A0A3Q2ZSN0,Q96JM7
,,,,A0A3Q2ZT19,Q96JN2
,,,,A0A3Q2ZU03,Q96JN8
,,,,A0A3Q2ZWF8,Q96JP0
,,,,A0A3Q3A2S9,Q96JP2
,,,,A0A3Q3A2V9,Q96JP9
,,,,A0A3Q3A473,Q96JQ0
,,,,A0A3Q3A9D7,Q96JQ0
,,,,A0A3Q3AKR7,Q96JQ0
,,,,A0A3Q3AKU6,Q96JQ0
,,,,A0A3Q3ALU4,Q96JQ0
,,,,A0A3Q3APJ6,Q96JQ0
,,,,A0A3Q3AZ29,Q96JQ0
,,,,A0A3Q3B541,Q96JQ0
,,,,A0A3Q3B5R5,Q96JQ0
,,,,A0A3Q3B5X1,Q96JQ0
,,,,A0A3Q3B6T0,Q96JQ0
,,,,A0A3Q3BCU8,Q96JQ2
,,,,A0A3Q3BDE3,Q96JQ5
,,,,A0A3Q3BGY8,Q96JS3
,,,,A0A3Q3BHC7,Q96JT2
,,,,A0A3Q3BHW1,Q96JW4
,,,,A0A3Q3BNJ1,Q96JX3
,,,,A0A3Q3BNK1,Q96JY0
,,,,A0A3Q3BR22,Q96JY6
,,,,A0A3Q3BWF5,Q96K12
,,,,A0A3Q3BX95,Q96K17
,,,,A0A3Q3BZP6,Q96K19
,,,,A0A3Q3BZW5,Q96K31
,,,,A0A3Q3C0J2,Q96K37
,,,,A0A3Q3C158,Q96K49
,,,,A0A3Q3CCG0,Q96K76
,,,,A0A3Q3CSX5,Q96K78
,,,,A0A3Q3D358,Q96KB5
,,,,A0A3Q3D790,Q96KC2
,,,,A0A3Q3E4Z6,Q96KC8
,,,,A0A3Q3E773,Q96KD3
,,,,A0A3Q3E819,Q96KE9
,,,,A0A3Q3EID4,Q96KG9
,,,,A0A3Q3EIK7,Q96KJ4
,,,,A0A3Q3EJI9,Q96KJ9
,,,,A0A3Q3EKX3,Q96KK3
,,,,A0A3Q3ESL3,Q96KK4
,,,,A0A3Q3EV77,Q96KK5
,,,,A0A3Q3EW14,Q96KN1
,,,,A0A3Q3EZ85,Q96KN2
,,,,A0A3Q3F1D2,Q96KN3
,,,,A0A3Q3F418,Q96KN4
,,,,A0A3Q3F514,Q96KN7
,,,,A0A3Q3F9V1,Q96KN8
,,,,A0A3Q3FC85,Q96KN9
,,,,A0A3Q3FDL1,Q96KP1
,,,,A0A3Q3FHQ7,Q96KP4
,,,,A0A3Q3FHT4,Q96KP6
,,,,A0A3Q3FL53,Q96KQ4
,,,,A0A3Q3FMU6,Q96KQ7
,,,,A0A3Q3FQ17,Q96KR1
,,,,A0A3Q3FR43,Q96KR4
,,,,A0A3Q3FUA5,Q96KR7
,,,,A0A3Q3FVZ8,Q96KS0
,,,,A0A3Q3FYH9,Q96KS9
,,,,A0A3Q3FZG2,Q96KT7
,,,,A0A3Q3GDK3,Q96KV6
,,,,A0A3Q3GFP3,Q96KV7
,,,,A0A3Q3GHR5,Q96KX0
,,,,A0A3Q3GI19,Q96KX1
,,,,A0A3Q3GR00,Q96KX2
,,,,A0A3Q3GWX4,Q96L03
,,,,A0A3Q3GXU1,Q96L08
,,,,A0A3Q3GYA1,Q96L12
,,,,A0A3Q3GYP1,Q96L15
,,,,A0A3Q3GYP6,Q96L21
,,,,A0A3Q3H1A7,Q96L33
,,,,A0A3Q3ID82,Q96L34
,,,,A0A3Q3IFN0,Q96L42
,,,,A0A3Q3IG12,Q96L46
,,,,A0A3Q3IG38,Q96L50
,,,,A0A3Q3IPV6,Q96L58
,,,,A0A3Q3IRY3,Q96L73
,,,,A0A3Q3IVV6,Q96L91
,,,,A0A3Q3IVY8,Q96L91
,,,,A0A3Q3IZ14,Q96L91
,,,,A0A3Q3J1T6,Q96L91
,,,,A0A3Q3J2I5,Q96L91
,,,,A0A3Q3J5Q1,Q96L92
,,,,A0A3Q3J753,Q96L93
,,,,A0A3Q3J885,Q96L94
,,,,A0A3Q3JGK4,Q96L96
,,,,A0A3Q3JQE0,Q96LA5
,,,,A0A3Q3JRS8,Q96LA6
,,,,A0A3Q3JWE9,Q96LA8
,,,,A0A3Q3JYH0,Q96LA9
,,,,A0A3Q3K9S2,Q96LB0
,,,,A0A3Q3KBG4,Q96LB1
,,,,A0A3Q3KGE7,Q96LB2
,,,,A0A3Q3KV69,Q96LB3
,,,,A0A3Q3KVB4,Q96LB4
,,,,A0A3Q3L0B6,Q96LB8
,,,,A0A3Q3L781,Q96LB9
,,,,A0A3Q3L9W4,Q96LC7
,,,,A0A3Q3L9X1,Q96LD1
,,,,A0A3Q3LEB0,Q96LD4
,,,,A0A3Q3LEM1,Q96LD8
,,,,A0A3Q3LGL8,Q96LI5
,,,,A0A3Q3LIL6,Q96LI6
,,,,A0A3Q3LK50,Q96LI9
,,,,A0A3Q3LMP1,Q96LJ7
,,,,A0A3Q3LQT6,Q96LJ8
,,,,A0A3Q3LQV8,Q96LK0
,,,,A0A3Q3LR38,Q96LL4
,,,,A0A3Q3LR57,Q96LL9
,,,,A0A3Q3LTI9,Q96LP2
,,,,A0A3Q3LUR4,Q96LR4
,,,,A0A3Q3LX93,Q96LR5
,,,,A0A3Q3M261,Q96LT4
,,,,A0A3Q3M2J1,Q96LT6
,,,,A0A3Q3MEZ6,Q96LT7
,,,,A0A3Q3MPD4,Q96LT9
,,,,A0A3Q3MSN8,Q96LU5
,,,,A0A3Q3MYC0,Q96LU7
,,,,A0A3Q3MZQ4,Q96LW2
,,,,A0A3Q3N587,Q96LW4
,,,,A0A3Q3N5L1,Q96LW7
,,,,A0A3Q3N5M9,Q96LX7
,,,,A0A3Q3NCI0,Q96LZ2
,,,,A0A3Q3NCT8,Q96LZ3
,,,,A0A3Q3NEM0,Q96LZ7
,,,,A0A3Q3NEX1,Q96M20
,,,,A0A3Q3NG46,Q96M27
,,,,A0A3Q3NGD8,Q96M29
,,,,A0A3Q3NKM5,Q96M32
,,,,A0A3Q3NLE4,Q96M61
,,,,A0A3Q3Q0W3,Q96M63
,,,,A0A3Q3Q2Y9,Q96M69
,,,,A0A3Q3Q716,Q96M86
,,,,A0A3Q3QGR9,Q96M86
,,,,A0A3Q3RE60,Q96M86
,,,,A0A3Q3RHY2,Q96M86
,,,,A0A3Q3RX55,Q96M86
,,,,A0A3Q3RXC1,Q96M86
,,,,A0A3Q3SDU4,Q96M86
,,,,A0A3Q3T2Q4,Q96M86
,,,,A0A3Q3VIK8,Q96M86
,,,,A0A3Q3VIL1,Q96M86
,,,,A0A3Q3VJL6,Q96M86
,,,,A0A3Q3VR43,Q96M86
,,,,A0A3Q3VW20,Q96M86
,,,,A0A3Q3VXJ1,Q96M86
,,,,A0A3Q3W0D7,Q96M86
,,,,A0A3Q3WAH2,Q96M86
,,,,A0A3Q3WCK4,Q96M86
,,,,A0A3Q3WDX5,Q96M89
,,,,A0A3Q3WKJ4,Q96M91
,,,,A0A3Q3WL55,Q96M93
,,,,A0A3Q3WL59,Q96M94
,,,,A0A3Q3WQN7,Q96M95
,,,,A0A3Q3WT06,Q96M96
,,,,A0A3Q3WUI3,Q96M98
,,,,A0A3Q3WYY5,Q96MA6
,,,,A0A3Q3X1R2,Q96MB7
,,,,A0A3Q3XBX4,Q96MC2
,,,,A0A3Q3XN62,Q96MC4
,,,,A0A3Q4AQF3,Q96MC5
,,,,A0A3Q4AXK1,Q96MC6
,,,,A0A3Q4B4X3,Q96MD2
,,,,A0A3Q4B9A0,Q96MD7
,,,,A0A3Q4B9F6,Q96ME1
,,,,A0A3Q4FZ56,Q96MF2
,,,,A0A3Q4G9Z7,Q96MF6
,,,,A0A3Q4GCN8,Q96MF7
,,,,A0A3Q4GD30,Q96MG7
,,,,A0A3Q4GD98,Q96MG8
,,,,A0A3Q4GIE3,Q96MH2
,,,,A0A3Q4GM82,Q96MH6
,,,,A0A3Q4GSU5,Q96MH7
,,,,A0A3Q4GUL2,Q96MI6
,,,,A0A3Q4H093,Q96MI9
,,,,A0A3Q4H870,Q96MK2
,,,,A0A3Q4HLC8,Q96MK3
,,,,A0A3Q4HQ54,Q96MM6
,,,,A0A3Q4HVH0,Q96MM7
,,,,A0A3Q4HYQ3,Q96MN2
,,,,A0A3Q4I3S5,Q96MN5
,,,,A0A3Q4ID06,Q96MP5
,,,,A0A3Q4IF64,Q96MP8
,,,,A0A3Q4M477,Q96MR6
,,,,A0A3Q4MK63,Q96MS0
,,,,A0A3Q4N2L6,Q96MS3
,,,,A0A3Q4N2M4,Q96MT1
,,,,A0A3Q4N381,Q96MT3
,,,,A0A3Q7ENU8,Q96MT7
,,,,A0A3Q7ES41,Q96MT8
,,,,A0A3Q7ESE0,Q96MU6
,,,,A0A3Q7FDJ7,Q96MU7
,,,,A0A3Q7FDT5,Q96MU8
,,,,A0A3Q7FME0,Q96MV1
,,,,A0A3Q7FN52,Q96MV8
,,,,A0A3Q7FTP6,Q96MW1
,,,,A0A3Q7FY40,Q96MW5
,,,,A0A3Q7G344,Q96MW7
,,,,A0A3Q7G380,Q96MX0
,,,,A0A3Q7G8N9,Q96MX6
,,,,A0A3Q7GLQ8,Q96MY1
,,,,A0A3Q7GV52,Q96MY7
,,,,A0A3Q7H7P8,Q96MZ0
,,,,A0A3Q7HID1,Q96N03
,,,,A0A3Q7HS16,Q96N11
,,,,A0A3Q7HUA6,Q96N16
,,,,A0A3Q7HV82,Q96N20
,,,,A0A3Q7HZ04,Q96N21
,,,,A0A3Q7HZ13,Q96N23
,,,,A0A3Q7I0M3,Q96N23
,,,,A0A3Q7I4F2,Q96N23
,,,,A0A3Q7IEQ4,Q96N23
,,,,A0A3Q7INS9,Q96N23
,,,,A0A3Q7JDV7,Q96N23
,,,,A0A3Q7JGU6,Q96N23
,,,,A0A3Q7MJ71,Q96N23
,,,,A0A3Q7MMI8,Q96N23
,,,,A0A3Q7MTJ6,Q96N23
,,,,A0A3Q7MWH4,Q96N38
,,,,A0A3Q7MWW1,Q96N46
,,,,A0A3Q7MY61,Q96N64
,,,,A0A3Q7MZC7,Q96N66
,,,,A0A3Q7N2H8,Q96N67
,,,,A0A3Q7N353,Q96N76
,,,,A0A3Q7N357,Q96N87
,,,,A0A3Q7N572,Q96N96
,,,,A0A3Q7N5R6,Q96NA2
,,,,A0A3Q7N6B5,Q96NA8
,,,,A0A3Q7N6R7,Q96NB1
,,,,A0A3Q7N710,Q96NB2
,,,,A0A3Q7NA03,Q96ND8
,,,,A0A3Q7NA08,Q96NE9
,,,,A0A3Q7NDD1,Q96NG3
,,,,A0A3Q7NGV0,Q96NG5
,,,,A0A3Q7NI08,Q96NH3
,,,,A0A3Q7NN83,Q96NI6
,,,,A0A3Q7NS71,Q96NI8
,,,,A0A3Q7NXY9,Q96NJ5
,,,,A0A3Q7P139,Q96NJ6
,,,,A0A3Q7P2J6,Q96NK8
,,,,A0A3Q7P3B9,Q96NL0
,,,,A0A3Q7P3F4,Q96NL3
,,,,A0A3Q7P5N8,Q96NL6
,,,,A0A3Q7P6B7,Q96NL8
,,,,A0A3Q7P6N4,Q96NN9
,,,,A0A3Q7PAD9,Q96NR3
,,,,A0A3Q7PB49,Q96NR8
,,,,A0A3Q7PDG5,Q96NS1
,,,,A0A3Q7PDK3,Q96NS5
,,,,A0A3Q7PI34,Q96NT0
,,,,A0A3Q7PQ50,Q96NT1
,,,,A0A3Q7PU07,Q96NT3
,,,,A0A3Q7PUS0,Q96NT5
,,,,A0A3Q7PV83,Q96NU0
,,,,A0A3Q7PVP2,Q96NU7
,,,,A0A3Q7PWE7,Q96NW4
,,,,A0A3Q7Q3A3,Q96NW7
,,,,A0A3Q7Q3C6,Q96NX5
,,,,A0A3Q7QIU5,Q96NX9
,,,,A0A3Q7QIV5,Q96NY7
,,,,A0A3Q7QPK9,Q96NY8
,,,,A0A3Q7QUG0,Q96NY9
,,,,A0A3Q7QY86,Q96NZ1
,,,,A0A3Q7QYS4,Q96NZ8
,,,,A0A3Q7R2D9,Q96P09
,,,,A0A3Q7R2L6,Q96P11
,,,,A0A3Q7R6C0,Q96P15
,,,,A0A3Q7R742,Q96P16
,,,,A0A3Q7R8B5,Q96P20
,,,,A0A3Q7R8C4,Q96P26
,,,,A0A3Q7RDD5,Q96P31
,,,,A0A3Q7RE08,Q96P44
,,,,A0A3Q7RHL1,Q96P47
,,,,A0A3Q7RK84,Q96P48
,,,,A0A3Q7RRU5,Q96P50
,,,,A0A3Q7RX05,Q96P53
,,,,A0A3Q7RXM0,Q96P56
,,,,A0A3Q7RY09,Q96P63
,,,,A0A3Q7S1C2,Q96P64
,,,,A0A3Q7S2E8,Q96P65
,,,,A0A3Q7S4F2,Q96P66
,,,,A0A3Q7S4Z6,Q96P67
,,,,A0A3Q7S779,Q96P68
,,,,A0A3Q7S9J6,Q96P69
,,,,A0A3Q7S9Y8,Q96P70
,,,,A0A3Q7SH22,Q96P71
,,,,A0A3Q7SIN7,Q96PB1
,,,,A0A3Q7SIP2,Q96PB7
,,,,A0A3Q7SIT2,Q96PB8
,,,,A0A3Q7SJ03,Q96PC2
,,,,A0A3Q7SJE2,Q96PC3
,,,,A0A3Q7SPL0,Q96PC5
,,,,A0A3Q7SPT4,Q96PD2
,,,,A0A3Q7SVU3,Q96PD4
,,,,A0A3Q7SWQ9,Q96PD5
,,,,A0A3Q7SZH0,Q96PD6
,,,,A0A3Q7T001,Q96PD7
,,,,A0A3Q7T0R0,Q96PE1
,,,,A0A3Q7T1V6,Q96PE2
,,,,A0A3Q7T368,Q96PE3
,,,,A0A3Q7T394,Q96PE6
,,,,A0A3Q7T9W6,Q96PE7
,,,,A0A3Q7TAT7,Q96PF1
,,,,A0A3Q7TF34,Q96PF2
,,,,A0A3Q7TJB7,Q96PG2
,,,,A0A3Q7TNS6,Q96PH1
,,,,A0A3Q7TRA6,Q96PJ5
,,,,A0A3Q7TYP9,Q96PL2
,,,,A0A3Q7U138,Q96PL5
,,,,A0A3Q7U185,Q96PM5
,,,,A0A3Q7U1V9,Q96PN6
,,,,A0A3Q7U2D4,Q96PN7
,,,,A0A3Q7U5A2,Q96PN8
,,,,A0A3Q7U8Q4,Q96PP8
,,,,A0A3Q7UDU2,Q96PP9
,,,,A0A3Q7UEM5,Q96PQ0
,,,,A0A3Q7UHB3,Q96PQ1
,,,,A0A3Q7UVJ6,Q96PQ7
,,,,A0A3Q7UW71,Q96PR1
,,,,A0A3Q7V175,Q96PS8
,,,,A0A3Q7X0E3,Q96PT3
,,,,A0A3Q8IJX3,Q96PT4
,,,,A0A3R5SEA0,Q96PU4
,,,,A0A3R6VT70,Q96PU5
,,,,A0A3R6WMC3,Q96PU8
,,,,A0A3R6X424,Q96PV0
,,,,A0A3R6X8K7,Q96PX1
,,,,A0A3R6XHG8,Q96PX6
,,,,A0A3R6XZE8,Q96PX8
,,,,A0A3R7A0U5,Q96PX9
,,,,A0A3R7AEW5,Q96PY5
,,,,A0A3R7FXD7,Q96PY6
,,,,A0A3R7G013,Q96PZ0
,,,,A0A3R7G528,Q96PZ2
,,,,A0A3R7GDQ7,Q96PZ7
,,,,A0A3R7IDC4,Q96PZ7
,,,,A0A3R7IIF8,Q96PZ7
,,,,A0A3R7IPJ5,Q96PZ7
,,,,A0A3R7JIK0,Q96PZ7
,,,,A0A3R7M014,Q96PZ7
,,,,A0A3R7MIM9,Q96PZ7
,,,,A0A3R7NQW4,Q96PZ7
,,,,A0A3R7P7X8,Q96PZ7
,,,,A0A3R7PGG4,Q96PZ7
,,,,A0A3R7QVV3,Q96PZ7
,,,,A0A3R7YJS4,Q96PZ7
,,,,A0A3R8DQH0,Q96Q04
,,,,A0A3S0Z756,Q96Q05
,,,,A0A3S0ZRY7,Q96Q07
,,,,A0A3S1A0S5,Q96Q11
,,,,A0A3S1AZB3,Q96Q15
,,,,A0A3S1B213,Q96Q15
,,,,A0A3S1BVP1,Q96Q15
,,,,A0A3S2M1T5,Q96Q15
,,,,A0A3S2M7P1,Q96Q15
,,,,A0A3S2MFK9,Q96Q15
,,,,A0A3S2MHC2,Q96Q15
,,,,A0A3S2MVQ7,Q96Q15
,,,,A0A3S2P1N0,Q96Q15
,,,,A0A3S2P8F2,Q96Q15
,,,,A0A3S2P8I6,Q96Q15
,,,,A0A3S2PJ45,Q96Q15
,,,,A0A3S2PJ79,Q96Q15
,,,,A0A3S2PMG7,Q96Q27
,,,,A0A3S2Q6K2,Q96Q35
,,,,A0A3S2QAC5,Q96Q40
,,,,A0A3S2QAN5,Q96Q42
,,,,A0A3S3MI24,Q96Q77
,,,,A0A3S3MRD4,Q96Q80
,,,,A0A3S3MV17,Q96Q83
,,,,A0A3S3N2D9,Q96Q89
,,,,A0A3S3N477,Q96Q91
,,,,A0A3S3NBZ6,Q96QA5
,,,,A0A3S3NIA7,Q96QA6
,,,,A0A3S3NT73,Q96QB1
,,,,A0A3S3NVP8,Q96QC0
,,,,A0A3S3P0T8,Q96QD8
,,,,A0A3S3P9T3,Q96QE2
,,,,A0A3S3PAR9,Q96QE4
,,,,A0A3S3PC22,Q96QE5
,,,,A0A3S3Q2D2,Q96QF0
,,,,A0A3S3RXK0,Q96QF7
,,,,A0A3S3SKN2,Q96QG7
,,,,A0A3S4ATB3,Q96QH8
,,,,A0A3S4NWZ7,Q96QI5
,,,,A0A3S4QSC7,Q96QK1
,,,,A0A3S4R5X3,Q96QP1
,,,,A0A3S5CW53,Q96QR8
,,,,A0A3S5FES7,Q96QS1
,,,,A0A3S5H751,Q96QS6
,,,,A0A3S5ZPQ6,Q96QT4
,,,,A0A3S7WVL4,Q96QU1
,,,,A0A401FVJ8,Q96QU6
,,,,A0A401G682,Q96QU8
,,,,A0A401G8V7,Q96QV1
,,,,A0A401GBA6,Q96QV6
,,,,A0A401GPK1,Q96QZ0
,,,,A0A401GQB3,Q96QZ7
,,,,A0A401GY01,Q96R05
,,,,A0A401GY31,Q96R06
,,,,A0A401H514,Q96R08
,,,,A0A401KJX5,Q96R09
,,,,A0A401KKL7,Q96R27
,,,,A0A401KM47,Q96R28
,,,,A0A401KMJ1,Q96R30
,,,,A0A401KN26,Q96R45
,,,,A0A401KZX9,Q96R47
,,,,A0A401L3F7,Q96R48
,,,,A0A401L3S5,Q96R54
,,,,A0A401L4U9,Q96R67
,,,,A0A401NKR1,Q96R69
,,,,A0A401NPG8,Q96R72
,,,,A0A401NQM4,Q96R84
,,,,A0A401NTA2,Q96RA2
,,,,A0A401NUU4,Q96RB7
,,,,A0A401NZ52,Q96RC9
,,,,A0A401P4Y8,Q96RD0
,,,,A0A401PGL9,Q96RD1
,,,,A0A401PI89,Q96RD2
,,,,A0A401PKR5,Q96RD3
,,,,A0A401PPA1,Q96RD7
,,,,A0A401PSJ6,Q96RD9
,,,,A0A401PTU8,Q96RE7
,,,,A0A401PVA4,Q96RE9
,,,,A0A401PZU8,Q96RF0
,,,,A0A401Q3B8,Q96RG2
,,,,A0A401Q5I4,Q96RI0
,,,,A0A401RJH5,Q96RI1
,,,,A0A401RJZ2,Q96RI8
,,,,A0A401RQD8,Q96RI9
,,,,A0A401RS59,Q96RJ0
,,,,A0A401RTQ2,Q96RJ6
,,,,A0A401RXR9,Q96RK0
,,,,A0A401S7C3,Q96RK4
,,,,A0A401S7Q7,Q96RL6
,,,,A0A401SB51,Q96RL7
,,,,A0A401SM95,Q96RL7
,,,,A0A401SP59,Q96RL7
,,,,A0A401SQV4,Q96RL7
,,,,A0A401SRY7,Q96RL7
,,,,A0A401SSJ7,Q96RL7
,,,,A0A401SWH8,Q96RL7
,,,,A0A401T0K7,Q96RL7
,,,,A0A401Z2L0,Q96RL7
,,,,A0A409VEK5,Q96RL7
,,,,A0A409VEP5,Q96RN1
,,,,A0A409VLR0,Q96RN5
,,,,A0A409VQ99,Q96RP3
,,,,A0A409VXZ5,Q96RP7
,,,,A0A409VY74,Q96RP8
,,,,A0A409W0D0,Q96RP9
,,,,A0A409W113,Q96RQ1
,,,,A0A409W8Q5,Q96RQ3
,,,,A0A409WJL4,Q96RQ9
,,,,A0A409WJZ8,Q96RR1
,,,,A0A409WTH7,Q96RR4
,,,,A0A409X8M8,Q96RS0
,,,,A0A409XLI2,Q96RS6
,,,,A0A409XW28,Q96RT1
,,,,A0A409Y786,Q96RT6
,,,,A0A409Y8I9,Q96RT7
,,,,A0A409YAB8,Q96RT8
,,,,A0A409YZC1,Q96RU2
,,,,A0A410SCD4,Q96RU3
,,,,A0A418BFC2,Q96RU7
,,,,A0A418BJS9,Q96RU8
,,,,A0A418EZA0,Q96RV3
,,,,A0A420HD22,Q96RW7
,,,,A0A420HDI5,Q96RW7
,,,,A0A420HE81,Q96RW7
,,,,A0A420HFN6,Q96RW7
,,,,A0A420HGD3,Q96RW7
,,,,A0A420HHJ8,Q96RW7
,,,,A0A420HMS4,Q96RW7
,,,,A0A420HNL0,Q96RW7
,,,,A0A420HPD8,Q96RW7
,,,,A0A420HRG3,Q96RW7
,,,,A0A420HV80,Q96RW7
,,,,A0A420HVJ4,Q96RY7
,,,,A0A420HVN4,Q96S06
,,,,A0A420I1Q5,Q96S15
,,,,A0A420I4K5,Q96S16
,,,,A0A420IBH5,Q96S19
,,,,A0A420IEA3,Q96S21
,,,,A0A420IIA1,Q96S37
,,,,A0A420IJH1,Q96S38
,,,,A0A420INR0,Q96S42
,,,,A0A420IU45,Q96S44
,,,,A0A420IYE2,Q96S52
,,,,A0A420J0F9,Q96S53
,,,,A0A420J0Q1,Q96S55
,,,,A0A420J0X9,Q96S59
,,,,A0A420J4R5,Q96S65
,,,,A0A420J6A2,Q96S79
,,,,A0A420J705,Q96S86
,,,,A0A420J7B4,Q96S90
,,,,A0A420MEY7,Q96S94
,,,,A0A420MWS7,Q96S96
,,,,A0A420N5X1,Q96S97
,,,,A0A420N725,Q96S99
,,,,A0A420NJL6,Q96SA4
,,,,A0A420NMC9,Q96SB3
,,,,A0A420NQG4,Q96SB4
,,,,A0A420P0I0,Q96SB8
,,,,A0A420PHZ6,Q96SD1
,,,,A0A420Q4A2,Q96SE0
,,,,A0A420QK13,Q96SF2
,,,,A0A420QNT2,Q96SF7
,,,,A0A420QVZ2,Q96SI1
,,,,A0A420R851,Q96SI9
,,,,A0A420RDA5,Q96SJ8
,,,,A0A420REZ6,Q96SK2
,,,,A0A420S3P3,Q96SL1
,,,,A0A420SJF9,Q96SL4
,,,,A0A420SLH0,Q96SM3
,,,,A0A420T7R6,Q96SN7
,,,,A0A420TJV2,Q96SN8
,,,,A0A420TUU7,Q96SQ5
,,,,A0A420U1N6,Q96SQ7
,,,,A0A420U6K0,Q96SQ9
,,,,A0A420U796,Q96ST2
,,,,A0A420XXT1,Q96ST3
,,,,A0A420Y5B0,Q96ST8
,,,,A0A420YH42,Q96SU4
,,,,A0A420YLF8,Q96SW2
,,,,A0A420YLN4,Q96SY0
,,,,A0A420YN60,Q96SZ5
,,,,A0A421D5F8,Q96SZ6
,,,,A0A421FLL3,Q96T17
,,,,A0A421GCR7,Q96T21
,,,,A0A421H0C4,Q96T23
,,,,A0A421J924,Q96T37
,,,,A0A421J9Y6,Q96T49
,,,,A0A421JA86,Q96T51
,,,,A0A421JCS0,Q96T52
,,,,A0A421JDL2,Q96T53
,,,,A0A421JG23,Q96T54
,,,,A0A421JGQ7,Q96T55
,,,,A0A421JJV2,Q96T58
,,,,A0A421JPH6,Q96T58
,,,,A0A421JTR5,Q96T58
,,,,A0A421JUJ4,Q96T58
,,,,A0A421JUZ5,Q96T60
,,,,A0A421JV14,Q96T66
,,,,A0A422NEC4,Q96T68
,,,,A0A422P3A3,Q96T76
,,,,A0A422P6U7,Q96T83
,,,,A0A422PCX2,Q96T88
,,,,A0A422PLA7,Q96T91
,,,,A0A422PV66,Q96TA0
,,,,A0A423SGP0,Q96TA1
,,,,A0A423T6H9,Q96TA2
,,,,A0A423THB8,Q96TC7
,,,,A0A423TTK2,Q99062
,,,,A0A423VB61,Q99102
,,,,A0A423VGW7,Q99250
,,,,A0A423VIC6,Q99259
,,,,A0A423VJC4,Q99417
,,,,A0A423VLF8,Q99418
,,,,A0A423VLL5,Q99424
,,,,A0A423VMD2,Q99426
,,,,A0A423VUX0,Q99436
,,,,A0A423WCI8,Q99437
,,,,A0A423WED8,Q99439
,,,,A0A423WFC2,Q99442
,,,,A0A423WIH4,Q99445
,,,,A0A423WN15,Q99447
,,,,A0A423WQ38,Q99456
,,,,A0A423WQQ9,Q99457
,,,,A0A423WS07,Q99459
,,,,A0A423WV41,Q99460
,,,,A0A423WYU2,Q99463
,,,,A0A423X415,Q99466
,,,,A0A423XDE0,Q99467
,,,,A0A423XPA2,Q99469
,,,,A0A424IFP5,Q99470
,,,,A0A425BJ60,Q99471
,,,,A0A425BK18,Q99487
,,,,A0A425BME9,Q99489
,,,,A0A425BPN0,Q99490
,,,,A0A425BPP9,Q99496
,,,,A0A425BTZ3,Q99497
,,,,A0A425CE48,Q99500
,,,,A0A425CWC5,Q99501
,,,,A0A425CZW3,Q99502
,,,,A0A425DKI6,Q99504
,,,,A0A426CGV2,Q99518
,,,,A0A426YPR1,Q99519
,,,,A0A426YXP0,Q99523
,,,,A0A426YYN5,Q99525
,,,,A0A426ZE91,Q99527
,,,,A0A426ZXQ1,Q99536
,,,,A0A427A0V7,Q99538
,,,,A0A427ALS3,Q99542
,,,,A0A427AMQ3,Q99543
,,,,A0A427AWD3,Q99550
,,,,A0A427B228,Q99551
,,,,A0A427XFS1,Q99558
,,,,A0A427XI86,Q99567
,,,,A0A427XNZ3,Q99569
,,,,A0A427XQ32,Q99570
,,,,A0A427Y5Z9,Q99571
,,,,A0A427Y8L4,Q99572
,,,,A0A427YCA2,Q99574
,,,,A0A427YCM1,Q99575
,,,,A0A427YI62,Q99578
,,,,A0A427YL64,Q99581
,,,,A0A427YVX1,Q99583
